
===================================================================================================

 365 dataset shape: 400x3x256x256

 Original set has 398 images; For each angle, take no more than 25 images>>>
   0%|          | 0/397 [00:00<?, ?it/s] 100%|██████████| 397/397 [00:00<00:00, 148355.19it/s]398 images left and there are 397 unique labels

 Range of unnormalized labels: (16.913,38.532)

 Range of normalized labels: (0.42599332535734524,0.9705182293306466)

 Use rule-of-thumb formula to compute kernel_sigma >>>

 The std of 398 labels is 0.10931705898979509 so the kernel sigma is 0.03499590186283715

 /home/ylab3/improved_CcGAN/365_data/RC-49_256x256/CcGAN-improved/output/embed_models/ckpt_ResNet34_embed_epoch_200_seed_2021.pth

 /home/ylab3/improved_CcGAN/365_data/RC-49_256x256/CcGAN-improved/output/embed_models/ckpt_net_y2h_epoch_500_seed_2021.pth

 Start training CNN for label embedding >>>
CcGAN,SAGAN: [Iter 5160/30000] [D loss: 1.5747e-01] [G loss: 1.1256e+00] [real prob: 1.650] [fake prob: -0.566] [Time: 8965.9356]
CcGAN,SAGAN: [Iter 5180/30000] [D loss: 5.3687e-01] [G loss: 2.0287e+00] [real prob: 1.587] [fake prob: -0.006] [Time: 9000.5727]
CcGAN,SAGAN: [Iter 5200/30000] [D loss: 3.1094e-01] [G loss: 1.2565e+00] [real prob: 0.740] [fake prob: -1.093] [Time: 9035.2025]
CcGAN,SAGAN: [Iter 5220/30000] [D loss: 1.8206e-01] [G loss: 1.5609e+00] [real prob: 1.249] [fake prob: -1.032] [Time: 9069.8427]
CcGAN,SAGAN: [Iter 5240/30000] [D loss: 2.8317e-01] [G loss: 1.9958e+00] [real prob: 1.016] [fake prob: -0.955] [Time: 9104.5218]
CcGAN,SAGAN: [Iter 5260/30000] [D loss: 1.8579e-01] [G loss: 1.2497e+00] [real prob: 0.879] [fake prob: -1.539] [Time: 9139.1467]
CcGAN,SAGAN: [Iter 5280/30000] [D loss: 1.7168e-01] [G loss: 9.7508e-01] [real prob: 1.306] [fake prob: -1.159] [Time: 9173.7828]
CcGAN,SAGAN: [Iter 5300/30000] [D loss: 2.1609e-01] [G loss: 1.2701e+00] [real prob: 0.830] [fake prob: -1.472] [Time: 9208.4130]
CcGAN,SAGAN: [Iter 5320/30000] [D loss: 3.4415e-01] [G loss: 5.5126e-01] [real prob: 0.012] [fake prob: -2.159] [Time: 9243.0445]
CcGAN,SAGAN: [Iter 5340/30000] [D loss: 1.7405e-01] [G loss: 7.3063e-01] [real prob: 1.224] [fake prob: -1.388] [Time: 9277.8548]
CcGAN,SAGAN: [Iter 5360/30000] [D loss: 3.3129e-01] [G loss: 1.2096e+00] [real prob: 1.099] [fake prob: -0.201] [Time: 9312.6709]
CcGAN,SAGAN: [Iter 5380/30000] [D loss: 1.9594e-01] [G loss: 1.4817e+00] [real prob: 1.005] [fake prob: -0.937] [Time: 9347.1101]
CcGAN,SAGAN: [Iter 5400/30000] [D loss: 2.6024e-01] [G loss: 1.2598e+00] [real prob: 0.930] [fake prob: -1.240] [Time: 9381.5665]
CcGAN,SAGAN: [Iter 5420/30000] [D loss: 2.1678e-01] [G loss: 2.0356e+00] [real prob: 0.861] [fake prob: -1.633] [Time: 9416.0061]
CcGAN,SAGAN: [Iter 5440/30000] [D loss: 1.3083e-01] [G loss: 1.4842e+00] [real prob: 1.005] [fake prob: -1.113] [Time: 9450.4647]
CcGAN,SAGAN: [Iter 5460/30000] [D loss: 2.2303e-01] [G loss: 6.3408e-01] [real prob: 0.925] [fake prob: -1.757] [Time: 9484.8860]
CcGAN,SAGAN: [Iter 5480/30000] [D loss: 2.3820e-01] [G loss: 1.6241e+00] [real prob: 1.218] [fake prob: -1.280] [Time: 9519.3088]
CcGAN,SAGAN: [Iter 5500/30000] [D loss: 3.4921e-01] [G loss: 1.8436e+00] [real prob: 1.567] [fake prob: -0.459] [Time: 9553.7288]
CcGAN,SAGAN: [Iter 5520/30000] [D loss: 1.9840e-01] [G loss: 2.0771e+00] [real prob: 1.118] [fake prob: -1.474] [Time: 9588.1549]
CcGAN,SAGAN: [Iter 5540/30000] [D loss: 3.5227e-01] [G loss: 1.5153e+00] [real prob: 0.364] [fake prob: -1.684] [Time: 9622.5713]
CcGAN,SAGAN: [Iter 5560/30000] [D loss: 3.3025e-01] [G loss: 2.2111e+00] [real prob: 0.907] [fake prob: -1.451] [Time: 9656.9979]
CcGAN,SAGAN: [Iter 5580/30000] [D loss: 1.1768e-01] [G loss: 1.4594e+00] [real prob: 0.815] [fake prob: -1.418] [Time: 9691.4497]
CcGAN,SAGAN: [Iter 5600/30000] [D loss: 1.3431e-01] [G loss: 1.6671e+00] [real prob: 1.537] [fake prob: -1.026] [Time: 9725.8700]
CcGAN,SAGAN: [Iter 5620/30000] [D loss: 2.4444e-01] [G loss: 1.3853e+00] [real prob: 0.665] [fake prob: -1.287] [Time: 9760.2875]
CcGAN,SAGAN: [Iter 5640/30000] [D loss: 2.7079e-01] [G loss: 7.6501e-01] [real prob: 0.195] [fake prob: -2.203] [Time: 9794.7049]
CcGAN,SAGAN: [Iter 5660/30000] [D loss: 2.2192e-01] [G loss: 2.2818e+00] [real prob: 1.077] [fake prob: -0.901] [Time: 9829.1446]
CcGAN,SAGAN: [Iter 5680/30000] [D loss: 2.6913e-01] [G loss: 1.3060e+00] [real prob: 0.949] [fake prob: -1.442] [Time: 9863.5619]
CcGAN,SAGAN: [Iter 5700/30000] [D loss: 2.2242e-01] [G loss: 5.8910e-01] [real prob: 0.579] [fake prob: -1.321] [Time: 9897.9847]
CcGAN,SAGAN: [Iter 5720/30000] [D loss: 6.9296e-01] [G loss: 1.2918e+00] [real prob: -0.386] [fake prob: -2.629] [Time: 9932.3702]
CcGAN,SAGAN: [Iter 5740/30000] [D loss: 3.1211e-01] [G loss: 1.5584e+00] [real prob: 0.711] [fake prob: -1.713] [Time: 9966.8130]
CcGAN,SAGAN: [Iter 5760/30000] [D loss: 2.6480e-01] [G loss: 1.8908e-01] [real prob: 1.723] [fake prob: -0.399] [Time: 10001.2314]
CcGAN,SAGAN: [Iter 5780/30000] [D loss: 2.9383e-01] [G loss: 1.1865e+00] [real prob: 1.198] [fake prob: -0.647] [Time: 10035.6287]
CcGAN,SAGAN: [Iter 5800/30000] [D loss: 2.6119e-01] [G loss: 1.1556e+00] [real prob: 1.480] [fake prob: -0.723] [Time: 10070.0080]
CcGAN,SAGAN: [Iter 5820/30000] [D loss: 2.3390e-01] [G loss: 5.7937e-01] [real prob: 0.957] [fake prob: -1.607] [Time: 10104.4248]
CcGAN,SAGAN: [Iter 5840/30000] [D loss: 2.9652e-01] [G loss: 1.9850e+00] [real prob: 0.838] [fake prob: -1.296] [Time: 10138.8169]
CcGAN,SAGAN: [Iter 5860/30000] [D loss: 2.9235e-01] [G loss: 1.6253e+00] [real prob: 0.955] [fake prob: -1.358] [Time: 10173.2057]
CcGAN,SAGAN: [Iter 5880/30000] [D loss: 4.1547e-01] [G loss: 1.0887e+00] [real prob: 0.116] [fake prob: -1.604] [Time: 10207.6353]
CcGAN,SAGAN: [Iter 5900/30000] [D loss: 3.4007e-01] [G loss: 2.0438e+00] [real prob: 1.068] [fake prob: -0.975] [Time: 10242.0150]
CcGAN,SAGAN: [Iter 5920/30000] [D loss: 2.0683e-01] [G loss: 1.7961e+00] [real prob: 0.587] [fake prob: -1.621] [Time: 10276.4375]
CcGAN,SAGAN: [Iter 5940/30000] [D loss: 2.0423e-01] [G loss: 2.1066e+00] [real prob: 1.293] [fake prob: -1.271] [Time: 10310.8400]
CcGAN,SAGAN: [Iter 5960/30000] [D loss: 2.1608e-01] [G loss: 1.5020e+00] [real prob: 1.604] [fake prob: -0.836] [Time: 10345.2153]
CcGAN,SAGAN: [Iter 5980/30000] [D loss: 3.0031e-01] [G loss: 2.4256e+00] [real prob: 1.377] [fake prob: -0.368] [Time: 10379.5990]
CcGAN,SAGAN: [Iter 6000/30000] [D loss: 3.2582e-01] [G loss: 1.8766e+00] [real prob: 0.641] [fake prob: -1.407] [Time: 10413.9900]
CcGAN,SAGAN: [Iter 6020/30000] [D loss: 6.2573e-02] [G loss: 1.6616e+00] [real prob: 1.102] [fake prob: -1.233] [Time: 10456.7520]
CcGAN,SAGAN: [Iter 6040/30000] [D loss: 2.6452e-01] [G loss: 2.0276e+00] [real prob: 1.719] [fake prob: -0.620] [Time: 10491.1821]
CcGAN,SAGAN: [Iter 6060/30000] [D loss: 2.2283e-01] [G loss: 8.7501e-01] [real prob: 1.149] [fake prob: -0.995] [Time: 10525.6446]
CcGAN,SAGAN: [Iter 6080/30000] [D loss: 2.0317e-01] [G loss: 1.4673e+00] [real prob: 1.892] [fake prob: -0.567] [Time: 10560.1934]
CcGAN,SAGAN: [Iter 6100/30000] [D loss: 3.4993e-01] [G loss: 8.7348e-01] [real prob: 0.994] [fake prob: -1.338] [Time: 10594.6748]
CcGAN,SAGAN: [Iter 6120/30000] [D loss: 3.9042e-01] [G loss: 1.7262e+00] [real prob: 2.165] [fake prob: -0.078] [Time: 10629.2038]
CcGAN,SAGAN: [Iter 6140/30000] [D loss: 1.9694e-01] [G loss: 2.0491e+00] [real prob: 1.511] [fake prob: -0.650] [Time: 10663.7023]
CcGAN,SAGAN: [Iter 6160/30000] [D loss: 1.3673e-01] [G loss: 2.3209e+00] [real prob: 0.945] [fake prob: -1.789] [Time: 10698.2445]
CcGAN,SAGAN: [Iter 6180/30000] [D loss: 2.7963e-01] [G loss: 1.3541e+00] [real prob: 0.793] [fake prob: -1.920] [Time: 10732.7268]
CcGAN,SAGAN: [Iter 6200/30000] [D loss: 3.8704e-01] [G loss: 1.8203e+00] [real prob: 0.757] [fake prob: -1.735] [Time: 10767.2832]
CcGAN,SAGAN: [Iter 6220/30000] [D loss: 2.1924e-01] [G loss: 1.7307e+00] [real prob: 1.821] [fake prob: -0.635] [Time: 10801.7549]
CcGAN,SAGAN: [Iter 6240/30000] [D loss: 1.3869e-01] [G loss: 1.7808e+00] [real prob: 0.800] [fake prob: -2.020] [Time: 10836.2864]
CcGAN,SAGAN: [Iter 6260/30000] [D loss: 8.7601e-02] [G loss: 1.1915e+00] [real prob: 0.804] [fake prob: -1.966] [Time: 10870.8433]
CcGAN,SAGAN: [Iter 6280/30000] [D loss: 2.5589e-01] [G loss: 3.0525e-01] [real prob: 2.295] [fake prob: 0.045] [Time: 10905.3465]
CcGAN,SAGAN: [Iter 6300/30000] [D loss: 1.8455e-01] [G loss: 1.5671e+00] [real prob: 1.109] [fake prob: -1.626] [Time: 10939.8565]
CcGAN,SAGAN: [Iter 6320/30000] [D loss: 2.5052e-01] [G loss: 2.1876e+00] [real prob: 1.318] [fake prob: -1.091] [Time: 10974.4022]
CcGAN,SAGAN: [Iter 6340/30000] [D loss: 1.9978e-01] [G loss: 2.4440e-01] [real prob: 1.469] [fake prob: -0.554] [Time: 11008.9049]
CcGAN,SAGAN: [Iter 6360/30000] [D loss: 1.0513e-01] [G loss: 2.1182e+00] [real prob: 1.429] [fake prob: -1.620] [Time: 11043.4639]
CcGAN,SAGAN: [Iter 6380/30000] [D loss: 4.4192e-01] [G loss: 2.0040e+00] [real prob: 2.082] [fake prob: -0.138] [Time: 11078.1048]
CcGAN,SAGAN: [Iter 6400/30000] [D loss: 3.2678e-01] [G loss: 1.1211e+00] [real prob: 1.925] [fake prob: -0.250] [Time: 11112.7040]
CcGAN,SAGAN: [Iter 6420/30000] [D loss: 1.7682e-01] [G loss: 1.5039e+00] [real prob: 0.760] [fake prob: -1.881] [Time: 11147.6049]
CcGAN,SAGAN: [Iter 6440/30000] [D loss: 9.0051e-02] [G loss: 1.7749e+00] [real prob: 1.168] [fake prob: -1.961] [Time: 11182.4739]
CcGAN,SAGAN: [Iter 6460/30000] [D loss: 2.0761e-01] [G loss: 1.7460e+00] [real prob: 1.117] [fake prob: -0.866] [Time: 11217.3560]
CcGAN,SAGAN: [Iter 6480/30000] [D loss: 2.6805e-01] [G loss: 1.6570e+00] [real prob: 1.013] [fake prob: -1.421] [Time: 11252.1855]
CcGAN,SAGAN: [Iter 6500/30000] [D loss: 3.0889e-01] [G loss: 1.2437e+00] [real prob: 0.735] [fake prob: -1.847] [Time: 11287.0245]
CcGAN,SAGAN: [Iter 6520/30000] [D loss: 1.7263e-01] [G loss: 1.7911e+00] [real prob: 0.935] [fake prob: -1.656] [Time: 11321.8596]
CcGAN,SAGAN: [Iter 6540/30000] [D loss: 2.5698e-01] [G loss: 3.0427e-01] [real prob: 1.871] [fake prob: -0.035] [Time: 11356.7310]
CcGAN,SAGAN: [Iter 6560/30000] [D loss: 2.9805e-01] [G loss: 2.6944e+00] [real prob: 1.504] [fake prob: -0.576] [Time: 11391.5912]
CcGAN,SAGAN: [Iter 6580/30000] [D loss: 1.9430e-01] [G loss: 1.5943e+00] [real prob: 1.256] [fake prob: -1.129] [Time: 11426.4301]
CcGAN,SAGAN: [Iter 6600/30000] [D loss: 3.7636e-01] [G loss: 1.1703e-01] [real prob: 0.756] [fake prob: -1.984] [Time: 11461.3018]
CcGAN,SAGAN: [Iter 6620/30000] [D loss: 1.1419e-01] [G loss: 1.3801e+00] [real prob: 1.398] [fake prob: -1.349] [Time: 11496.1258]
CcGAN,SAGAN: [Iter 6640/30000] [D loss: 7.9292e-02] [G loss: 2.3722e+00] [real prob: 1.406] [fake prob: -1.409] [Time: 11530.9625]
CcGAN,SAGAN: [Iter 6660/30000] [D loss: 1.2875e-01] [G loss: 2.3332e+00] [real prob: 1.140] [fake prob: -2.048] [Time: 11565.8022]
CcGAN,SAGAN: [Iter 6680/30000] [D loss: 2.7918e-01] [G loss: 1.5229e+00] [real prob: 0.486] [fake prob: -1.883] [Time: 11600.6441]
CcGAN,SAGAN: [Iter 6700/30000] [D loss: 4.0778e-01] [G loss: 1.5977e-01] [real prob: 0.508] [fake prob: -2.045] [Time: 11635.4791]
CcGAN,SAGAN: [Iter 6720/30000] [D loss: 2.0913e-01] [G loss: 1.2262e+00] [real prob: 1.300] [fake prob: -1.229] [Time: 11670.0391]
CcGAN,SAGAN: [Iter 6740/30000] [D loss: 1.3192e-01] [G loss: 2.1896e+00] [real prob: 1.253] [fake prob: -1.514] [Time: 11704.5426]
CcGAN,SAGAN: [Iter 6760/30000] [D loss: 1.2858e-01] [G loss: 1.3833e+00] [real prob: 1.558] [fake prob: -1.495] [Time: 11739.0337]
CcGAN,SAGAN: [Iter 6780/30000] [D loss: 2.2614e-01] [G loss: 1.8381e+00] [real prob: 1.357] [fake prob: -1.418] [Time: 11773.4891]
CcGAN,SAGAN: [Iter 6800/30000] [D loss: 1.4872e-01] [G loss: 6.2038e-01] [real prob: 1.132] [fake prob: -2.016] [Time: 11807.9713]
CcGAN,SAGAN: [Iter 6820/30000] [D loss: 3.0199e-01] [G loss: 1.9083e+00] [real prob: 0.904] [fake prob: -2.232] [Time: 11842.4548]
CcGAN,SAGAN: [Iter 6840/30000] [D loss: 5.8114e-02] [G loss: 1.2503e+00] [real prob: 1.365] [fake prob: -1.626] [Time: 11876.9452]
CcGAN,SAGAN: [Iter 6860/30000] [D loss: 1.8822e-01] [G loss: 1.6396e+00] [real prob: 1.083] [fake prob: -1.636] [Time: 11911.3830]
CcGAN,SAGAN: [Iter 6880/30000] [D loss: 2.9090e-01] [G loss: 2.0838e+00] [real prob: 1.495] [fake prob: -1.254] [Time: 11945.9231]
CcGAN,SAGAN: [Iter 6900/30000] [D loss: 1.9187e-01] [G loss: 1.4063e+00] [real prob: 0.539] [fake prob: -2.231] [Time: 11980.3913]
CcGAN,SAGAN: [Iter 6920/30000] [D loss: 1.1614e-01] [G loss: 1.7516e+00] [real prob: 1.440] [fake prob: -1.545] [Time: 12014.8565]
CcGAN,SAGAN: [Iter 6940/30000] [D loss: 3.8381e-01] [G loss: 1.5283e+00] [real prob: 0.375] [fake prob: -2.703] [Time: 12049.3520]
CcGAN,SAGAN: [Iter 6960/30000] [D loss: 2.8405e-01] [G loss: 1.3654e+00] [real prob: 0.632] [fake prob: -2.281] [Time: 12083.8399]
CcGAN,SAGAN: [Iter 6980/30000] [D loss: 1.1696e-01] [G loss: 2.2332e+00] [real prob: 1.007] [fake prob: -2.155] [Time: 12118.3493]
CcGAN,SAGAN: [Iter 7000/30000] [D loss: 2.1569e-01] [G loss: 8.9125e-01] [real prob: 0.738] [fake prob: -2.476] [Time: 12152.8358]
CcGAN,SAGAN: [Iter 7020/30000] [D loss: 1.9228e-01] [G loss: 9.4146e-01] [real prob: 1.072] [fake prob: -1.738] [Time: 12195.6322]
CcGAN,SAGAN: [Iter 7040/30000] [D loss: 9.1986e-02] [G loss: 2.0407e+00] [real prob: 1.716] [fake prob: -1.216] [Time: 12230.1079]
CcGAN,SAGAN: [Iter 7060/30000] [D loss: 2.0506e-01] [G loss: 1.7856e+00] [real prob: 1.706] [fake prob: -0.699] [Time: 12264.9829]
CcGAN,SAGAN: [Iter 7080/30000] [D loss: 1.7199e-01] [G loss: 1.0216e+00] [real prob: 1.597] [fake prob: -1.531] [Time: 12299.9519]
CcGAN,SAGAN: [Iter 7100/30000] [D loss: 1.4487e-01] [G loss: 2.3572e+00] [real prob: 1.934] [fake prob: -1.396] [Time: 12334.8420]
CcGAN,SAGAN: [Iter 7120/30000] [D loss: 3.2544e-01] [G loss: 1.4090e+00] [real prob: 0.519] [fake prob: -2.115] [Time: 12369.5687]
CcGAN,SAGAN: [Iter 7140/30000] [D loss: 1.1258e-01] [G loss: 1.7845e+00] [real prob: 1.572] [fake prob: -1.551] [Time: 12404.3524]
CcGAN,SAGAN: [Iter 7160/30000] [D loss: 7.3568e-02] [G loss: 1.9287e+00] [real prob: 1.549] [fake prob: -1.208] [Time: 12439.1021]
CcGAN,SAGAN: [Iter 7180/30000] [D loss: 6.7048e-02] [G loss: 1.5541e+00] [real prob: 1.445] [fake prob: -1.928] [Time: 12473.8841]
CcGAN,SAGAN: [Iter 7200/30000] [D loss: 3.6309e-01] [G loss: 2.0535e+00] [real prob: 1.971] [fake prob: -0.655] [Time: 12508.5975]
CcGAN,SAGAN: [Iter 7220/30000] [D loss: 9.7424e-02] [G loss: 1.2540e+00] [real prob: 2.308] [fake prob: -1.181] [Time: 12543.3472]
CcGAN,SAGAN: [Iter 7240/30000] [D loss: 2.6196e-01] [G loss: 2.2980e+00] [real prob: 0.490] [fake prob: -2.514] [Time: 12578.1367]
CcGAN,SAGAN: [Iter 7260/30000] [D loss: 3.7625e-01] [G loss: 2.4261e+00] [real prob: 1.184] [fake prob: -0.924] [Time: 12612.8654]
CcGAN,SAGAN: [Iter 7280/30000] [D loss: 5.5442e-02] [G loss: 1.8923e+00] [real prob: 1.673] [fake prob: -2.449] [Time: 12647.6146]
CcGAN,SAGAN: [Iter 7300/30000] [D loss: 1.2117e-01] [G loss: 2.6178e+00] [real prob: 1.878] [fake prob: -2.133] [Time: 12682.3330]
CcGAN,SAGAN: [Iter 7320/30000] [D loss: 1.1734e-01] [G loss: 2.1858e+00] [real prob: 1.001] [fake prob: -2.200] [Time: 12717.1046]
CcGAN,SAGAN: [Iter 7340/30000] [D loss: 6.1712e-01] [G loss: 1.2055e+00] [real prob: 0.169] [fake prob: -3.000] [Time: 12751.8468]
CcGAN,SAGAN: [Iter 7360/30000] [D loss: 1.4665e-01] [G loss: 5.3366e-01] [real prob: 1.512] [fake prob: -1.872] [Time: 12786.5876]
CcGAN,SAGAN: [Iter 7380/30000] [D loss: 1.0160e-01] [G loss: 1.0940e+00] [real prob: 1.633] [fake prob: -1.838] [Time: 12821.3286]
CcGAN,SAGAN: [Iter 7400/30000] [D loss: 6.7994e-02] [G loss: 1.2004e+00] [real prob: 1.846] [fake prob: -1.307] [Time: 12856.0257]
CcGAN,SAGAN: [Iter 7420/30000] [D loss: 1.9139e-01] [G loss: 2.2216e+00] [real prob: 1.913] [fake prob: -1.128] [Time: 12890.6481]
CcGAN,SAGAN: [Iter 7440/30000] [D loss: 1.6583e-01] [G loss: 2.1879e+00] [real prob: 1.829] [fake prob: -0.928] [Time: 12925.2933]
CcGAN,SAGAN: [Iter 7460/30000] [D loss: 2.2800e-01] [G loss: 1.4414e+00] [real prob: 1.463] [fake prob: -1.366] [Time: 12959.8162]
CcGAN,SAGAN: [Iter 7480/30000] [D loss: 2.5156e-01] [G loss: 1.4698e+00] [real prob: 1.166] [fake prob: -2.345] [Time: 12994.3176]
CcGAN,SAGAN: [Iter 7500/30000] [D loss: 1.4537e-01] [G loss: 2.4566e+00] [real prob: 1.975] [fake prob: -1.031] [Time: 13028.8406]
CcGAN,SAGAN: [Iter 7520/30000] [D loss: 9.3350e-02] [G loss: 9.9160e-01] [real prob: 2.092] [fake prob: -1.158] [Time: 13065.2300]
CcGAN,SAGAN: [Iter 7540/30000] [D loss: 1.1847e-01] [G loss: 1.8213e+00] [real prob: 2.093] [fake prob: -1.342] [Time: 13099.7671]
CcGAN,SAGAN: [Iter 7560/30000] [D loss: 9.6607e-02] [G loss: 8.9119e-01] [real prob: 2.112] [fake prob: -1.347] [Time: 13134.2977]
CcGAN,SAGAN: [Iter 7580/30000] [D loss: 1.0440e-01] [G loss: 1.7104e+00] [real prob: 1.101] [fake prob: -2.033] [Time: 13168.8589]
CcGAN,SAGAN: [Iter 7600/30000] [D loss: 7.2344e-02] [G loss: 2.4791e+00] [real prob: 1.259] [fake prob: -2.516] [Time: 13203.3986]
CcGAN,SAGAN: [Iter 7620/30000] [D loss: 1.8520e-01] [G loss: 1.8873e+00] [real prob: 1.357] [fake prob: -2.035] [Time: 13237.9826]
CcGAN,SAGAN: [Iter 7640/30000] [D loss: 8.1504e-02] [G loss: 1.9912e+00] [real prob: 1.294] [fake prob: -1.995] [Time: 13272.5545]
CcGAN,SAGAN: [Iter 7660/30000] [D loss: 7.8452e-02] [G loss: 1.6710e+00] [real prob: 1.660] [fake prob: -1.476] [Time: 13307.1229]
CcGAN,SAGAN: [Iter 7680/30000] [D loss: 1.9201e-01] [G loss: 2.2017e+00] [real prob: 1.439] [fake prob: -1.560] [Time: 13341.6630]
CcGAN,SAGAN: [Iter 7700/30000] [D loss: 3.5878e-02] [G loss: 1.7644e+00] [real prob: 2.228] [fake prob: -1.431] [Time: 13376.1994]
CcGAN,SAGAN: [Iter 7720/30000] [D loss: 8.5848e-02] [G loss: 1.7585e+00] [real prob: 1.535] [fake prob: -1.242] [Time: 13410.7552]
CcGAN,SAGAN: [Iter 7740/30000] [D loss: 3.6730e-02] [G loss: 2.3971e+00] [real prob: 1.411] [fake prob: -2.191] [Time: 13445.2828]
CcGAN,SAGAN: [Iter 7760/30000] [D loss: 7.8373e-02] [G loss: 1.7938e+00] [real prob: 1.258] [fake prob: -2.326] [Time: 13479.6893]
CcGAN,SAGAN: [Iter 7780/30000] [D loss: 1.1093e-01] [G loss: 1.8112e+00] [real prob: 1.047] [fake prob: -2.326] [Time: 13514.1073]
CcGAN,SAGAN: [Iter 7800/30000] [D loss: 1.2287e-01] [G loss: 1.9267e+00] [real prob: 1.689] [fake prob: -1.750] [Time: 13548.6157]
CcGAN,SAGAN: [Iter 7820/30000] [D loss: 1.6070e-01] [G loss: 1.0646e+00] [real prob: 1.695] [fake prob: -1.497] [Time: 13583.2165]
CcGAN,SAGAN: [Iter 7840/30000] [D loss: 1.0707e-01] [G loss: 7.1070e-01] [real prob: 1.324] [fake prob: -2.146] [Time: 13617.7910]
CcGAN,SAGAN: [Iter 7860/30000] [D loss: 2.1379e-01] [G loss: 2.4058e+00] [real prob: 1.866] [fake prob: -1.262] [Time: 13652.3483]
CcGAN,SAGAN: [Iter 7880/30000] [D loss: 9.9972e-02] [G loss: 1.8443e+00] [real prob: 1.188] [fake prob: -2.023] [Time: 13686.9150]
CcGAN,SAGAN: [Iter 7900/30000] [D loss: 1.0181e-01] [G loss: 1.9108e+00] [real prob: 1.370] [fake prob: -1.835] [Time: 13721.4845]
CcGAN,SAGAN: [Iter 7920/30000] [D loss: 9.1343e-02] [G loss: 1.5357e+00] [real prob: 1.994] [fake prob: -1.597] [Time: 13756.0552]
CcGAN,SAGAN: [Iter 7940/30000] [D loss: 2.2397e-01] [G loss: 2.0912e+00] [real prob: 0.912] [fake prob: -2.243] [Time: 13790.6333]
CcGAN,SAGAN: [Iter 7960/30000] [D loss: 3.8377e-01] [G loss: 9.3901e-01] [real prob: 0.295] [fake prob: -2.864] [Time: 13825.2371]
CcGAN,SAGAN: [Iter 7980/30000] [D loss: 4.8623e-02] [G loss: 2.4633e+00] [real prob: 1.828] [fake prob: -2.659] [Time: 13859.7587]
CcGAN,SAGAN: [Iter 8000/30000] [D loss: 9.9616e-02] [G loss: 1.8016e+00] [real prob: 1.410] [fake prob: -2.175] [Time: 13894.3653]
CcGAN,SAGAN: [Iter 8020/30000] [D loss: 1.6538e-01] [G loss: 2.8814e+00] [real prob: 2.087] [fake prob: -1.403] [Time: 13937.1087]
CcGAN,SAGAN: [Iter 8040/30000] [D loss: 7.5073e-02] [G loss: 1.7985e+00] [real prob: 1.576] [fake prob: -2.417] [Time: 13971.6001]
CcGAN,SAGAN: [Iter 8060/30000] [D loss: 9.1673e-02] [G loss: 2.3424e+00] [real prob: 1.473] [fake prob: -1.854] [Time: 14006.1783]
CcGAN,SAGAN: [Iter 8080/30000] [D loss: 1.2893e-01] [G loss: 1.7799e+00] [real prob: 2.809] [fake prob: -0.955] [Time: 14040.7974]
CcGAN,SAGAN: [Iter 8100/30000] [D loss: 1.8518e-01] [G loss: 2.0255e+00] [real prob: 1.220] [fake prob: -1.761] [Time: 14075.4330]
CcGAN,SAGAN: [Iter 8120/30000] [D loss: 1.0815e-01] [G loss: 2.6718e+00] [real prob: 1.625] [fake prob: -2.266] [Time: 14110.1013]
CcGAN,SAGAN: [Iter 8140/30000] [D loss: 6.0965e-02] [G loss: 1.9515e+00] [real prob: 1.408] [fake prob: -2.496] [Time: 14144.7257]
CcGAN,SAGAN: [Iter 8160/30000] [D loss: 4.6994e-02] [G loss: 1.8366e+00] [real prob: 2.656] [fake prob: -1.149] [Time: 14179.3624]
CcGAN,SAGAN: [Iter 8180/30000] [D loss: 1.9176e-01] [G loss: 2.7310e+00] [real prob: 2.133] [fake prob: -1.691] [Time: 14213.9851]
CcGAN,SAGAN: [Iter 8200/30000] [D loss: 3.4791e-01] [G loss: 1.7805e+00] [real prob: 0.474] [fake prob: -2.945] [Time: 14248.6314]
CcGAN,SAGAN: [Iter 8220/30000] [D loss: 1.0660e-01] [G loss: 1.7542e+00] [real prob: 1.394] [fake prob: -2.611] [Time: 14283.2272]
CcGAN,SAGAN: [Iter 8240/30000] [D loss: 7.2739e-02] [G loss: 1.7412e+00] [real prob: 2.144] [fake prob: -1.689] [Time: 14317.8599]
CcGAN,SAGAN: [Iter 8260/30000] [D loss: 1.9715e-02] [G loss: 2.2379e+00] [real prob: 2.159] [fake prob: -1.688] [Time: 14352.4715]
CcGAN,SAGAN: [Iter 8280/30000] [D loss: 2.5701e-02] [G loss: 2.1108e+00] [real prob: 2.210] [fake prob: -2.034] [Time: 14387.0910]
CcGAN,SAGAN: [Iter 8300/30000] [D loss: 1.7265e-01] [G loss: 1.9726e+00] [real prob: 1.316] [fake prob: -2.353] [Time: 14421.7444]
CcGAN,SAGAN: [Iter 8320/30000] [D loss: 2.3210e-01] [G loss: 1.2131e+00] [real prob: 1.744] [fake prob: -2.300] [Time: 14456.3419]
CcGAN,SAGAN: [Iter 8340/30000] [D loss: 4.4182e-02] [G loss: 2.3401e+00] [real prob: 1.864] [fake prob: -1.815] [Time: 14490.9502]
CcGAN,SAGAN: [Iter 8360/30000] [D loss: 4.9624e-02] [G loss: 2.0920e+00] [real prob: 1.477] [fake prob: -2.582] [Time: 14525.5731]
